Name,Specialties,Gender,Language,Video_Visit,City,Zipcode,Total_Reviews,Overall_Ratings,Wait_Time_Score,Manner_Score,Level_1,Level_2,Doc_Urls
"Dr. Roberto Zambon, MD",Internist,Male,English,False,New York,10031,378.0,4.61,4.66,4.63,0,0,https://www.zocdoc.com/doctor/roberto-zambon-md-13338
"Dr. Roberto Zambon, MD",General Doctor,Male,English,False,New York,10031,378.0,4.61,4.66,4.63,1,0,https://www.zocdoc.com/doctor/roberto-zambon-md-13338
"Dr. Razvan Andrei (Andrew) Pavelescu, DPM",Podiatrist,Male,English,False,New York,10122,196.0,4.91,4.74,4.96,0,0,https://www.zocdoc.com/doctor/razvan-andrei-andrew-pavelescu-dpm-178657
"Dr. Razvan Andrei (Andrew) Pavelescu, DPM",Podiatrist,Male,French,False,New York,10122,196.0,4.91,4.74,4.96,0,1,https://www.zocdoc.com/doctor/razvan-andrei-andrew-pavelescu-dpm-178657
"Dr. Razvan Andrei (Andrew) Pavelescu, DPM",Podiatrist,Male,Romanian,False,New York,10122,196.0,4.91,4.74,4.96,0,2,https://www.zocdoc.com/doctor/razvan-andrei-andrew-pavelescu-dpm-178657
"Dr. Razvan Andrei (Andrew) Pavelescu, DPM",Specialist,Male,English,False,New York,10122,196.0,4.91,4.74,4.96,1,0,https://www.zocdoc.com/doctor/razvan-andrei-andrew-pavelescu-dpm-178657
"Dr. Razvan Andrei (Andrew) Pavelescu, DPM",Specialist,Male,French,False,New York,10122,196.0,4.91,4.74,4.96,1,1,https://www.zocdoc.com/doctor/razvan-andrei-andrew-pavelescu-dpm-178657
"Dr. Razvan Andrei (Andrew) Pavelescu, DPM",Specialist,Male,Romanian,False,New York,10122,196.0,4.91,4.74,4.96,1,2,https://www.zocdoc.com/doctor/razvan-andrei-andrew-pavelescu-dpm-178657
"Deborah Ginsburg, LCSW",Therapist,Female,English,False,New York,10023,9.0,5.0,5.0,5.0,0,0,https://www.zocdoc.com/professional/deborah-ginsburg-lcsw-234313
"Dr. Constance Mennella, DO",Psychiatrist,Female,English,False,New York,10017,13.0,5.0,4.83,4.92,0,0,https://www.zocdoc.com/doctor/constance-mennella-do-238062
"Dr. Anthony Weiss, MD",Gastroenterologist,Male,English,False,New York,10024,136.0,4.84,4.15,4.88,0,0,https://www.zocdoc.com/doctor/anthony-weiss-md-6431
"Dr. Alana Bunnag, MD",Psychiatrist,Female,English,False,New York,10001,8.0,5.0,5.0,5.0,0,0,https://www.zocdoc.com/professional/alana-bunnag-md-288478
"Dr. Alana Bunnag, MD",Psychiatrist,Female,Thai,False,New York,10001,8.0,5.0,5.0,5.0,0,1,https://www.zocdoc.com/professional/alana-bunnag-md-288478
"Peter Lobl, PhD, JD",Psychologist,Male,English,True,New York,10017,11.0,4.91,5.0,4.91,0,0,https://www.zocdoc.com/doctor/peter-lobl-phd-jd-95134
"Peter Lobl, PhD, JD",Psychologist,Male,French,True,New York,10017,11.0,4.91,5.0,4.91,0,1,https://www.zocdoc.com/doctor/peter-lobl-phd-jd-95134
"Dr. Victoria Chiaro, DO",OB-GYN,Female,English,False,Bronx,10466,14.0,5.0,4.71,5.0,0,0,https://www.zocdoc.com/doctor/victoria-chiaro-do-292164
"Jonathan Belford, PsyD",Psychologist,Male,English,True,New York,10001,,,,,0,0,https://www.zocdoc.com/doctor/jonathan-belford-psyd-298583
"Dr. Zvi Osterweil, MD",Otolaryngologist,Male,English,False,New York,10028,229.0,4.86,4.33,4.86,1,0,https://www.zocdoc.com/doctor/zvi-osterweil-md-58910
"Dr. Zvi Osterweil, MD",Otolaryngologist,Male,Spanish,False,New York,10028,229.0,4.86,4.33,4.86,1,1,https://www.zocdoc.com/doctor/zvi-osterweil-md-58910
"Dr. Zvi Osterweil, MD",Otolaryngologist,Male,Hebrew,False,New York,10028,229.0,4.86,4.33,4.86,1,2,https://www.zocdoc.com/doctor/zvi-osterweil-md-58910
"Dr. Isaac Kreizman, MD",Specialist,Male,English,False,Brooklyn,11220,162.0,4.43,3.58,4.4,0,0,https://www.zocdoc.com/doctor/isaac-kreizman-md-35250
"Dr. Isaac Kreizman, MD",Specialist,Male,Spanish,False,Brooklyn,11220,162.0,4.43,3.58,4.4,0,1,https://www.zocdoc.com/doctor/isaac-kreizman-md-35250
"Dr. Isaac Kreizman, MD",Specialist,Male,Hebrew,False,Brooklyn,11220,162.0,4.43,3.58,4.4,0,2,https://www.zocdoc.com/doctor/isaac-kreizman-md-35250
"Dr. Isaac Kreizman, MD",Specialist,Male,Russian,False,Brooklyn,11220,162.0,4.43,3.58,4.4,0,3,https://www.zocdoc.com/doctor/isaac-kreizman-md-35250
"Dr. YooKyung Park, DDS",Dentist,Female,English,False,New York,10016,425.0,4.85,4.77,4.85,0,0,https://www.zocdoc.com/dentist/yookyung-park-dds-112319
"Dr. YooKyung Park, DDS",Dentist,Female,Korean,False,New York,10016,425.0,4.85,4.77,4.85,0,1,https://www.zocdoc.com/dentist/yookyung-park-dds-112319
"Dr. Nancy Ahn, DMD",Dentist,Female,English,False,New York,10012,61.0,4.72,4.22,4.8,0,0,https://www.zocdoc.com/dentist/nancy-ahn-dmd-239419
"Dr. Nancy Ahn, DMD",Dentist,Female,Korean,False,New York,10012,61.0,4.72,4.22,4.8,0,1,https://www.zocdoc.com/dentist/nancy-ahn-dmd-239419
"Dr. Anjali Vekaria, MD",Dermatologist,Female,English,False,Brooklyn,11217,64.0,4.34,4.29,4.38,0,0,https://www.zocdoc.com/doctor/anjali-vekaria-md-290153
"Dr. Satish Nagula, MD",Gastroenterologist,Male,English,True,New York,,12.0,5.0,4.36,5.0,0,0,https://www.zocdoc.com/doctor/satish-nagula-md-182178
"Lisa Sumption, LAc",Acupuncturist,Female,English,False,New York,10010,216.0,5.0,4.98,5.0,0,0,https://www.zocdoc.com/doctor/lisa-sumption-lac-79745
"Dr. Cynthia Quainoo, MD",Gastroenterologist,Female,English,False,Brooklyn,11223,28.0,4.93,4.42,4.96,0,0,https://www.zocdoc.com/doctor/cynthia-quainoo-md-294143
"Joanne Gerr, LCSW",Therapist,Female,English,False,New York,10017,11.0,4.36,4.82,4.64,0,0,https://www.zocdoc.com/professional/joanne-gerr-lcsw-170142
"Dalit Gross, PsyD",Psychologist,Female,English,True,New York,10011,5.0,5.0,5.0,5.0,0,0,https://www.zocdoc.com/doctor/dalit-gross-psyd-34056
"Brittney Ravettine, DPT, PT",Therapist,Female,English,True,New York,10003,78.0,4.97,4.73,4.95,0,0,https://www.zocdoc.com/professional/brittney-ravettine-dpt-pt-165403
"Dr. Temitope Awosogba, MD",OB-GYN,Female,English,False,New York,10001,122.0,4.88,4.6,4.89,0,0,https://www.zocdoc.com/doctor/temitope-awosogba-md-288674
"Dr. David Steiner, MD",Neurologist,Male,English,False,Woodmere,11598,23.0,4.48,3.57,4.35,0,0,https://www.zocdoc.com/doctor/david-steiner-md-68852
"Dr. David Steiner, MD",Neurologist,Male,Hebrew,False,Woodmere,11598,23.0,4.48,3.57,4.35,0,1,https://www.zocdoc.com/doctor/david-steiner-md-68852
"Dr. Krysztof Misiukiewicz, MD",Oncologist,Male,English,False,New York,10029,,,,,0,0,https://www.zocdoc.com/doctor/krysztof-misiukiewicz-md-248483
"Curtis Campaigne, PsyD",Psychologist,Male,English,True,New York,10024,61.0,4.49,4.93,4.54,0,0,https://www.zocdoc.com/doctor/curtis-campaigne-psyd-106697
"Crystal Angerville, LMHC",Therapist,Female,English,True,Brooklyn,11201,22.0,4.95,4.89,5.0,0,0,https://www.zocdoc.com/professional/crystal-angerville-lmhc-293695
"Dr. Konstantin Zakashansky, MD",Oncologist,Male,English,False,New York,10029,,5.0,4.0,4.5,0,0,https://www.zocdoc.com/doctor/konstantin-zakashansky-md-217573
"Dr. Jeffrey Saland, MD",Pediatric Doctors,Male,English,False,New York,10029,,,,,0,0,https://www.zocdoc.com/doctor/jeffrey-saland-md-195749
"Dr. Jeffrey Saland, MD",Pediatric Doctors,Male,Spanish,False,New York,10029,,,,,0,1,https://www.zocdoc.com/doctor/jeffrey-saland-md-195749
"Dr. Ameneh Aminian, DPM",Podiatrist,Female,English,False,Maspeth,11378,112.0,4.65,4.59,4.75,0,0,https://www.zocdoc.com/doctor/ameneh-aminian-dpm-16110
"Rachel Levine, NP, AGPCNP",Nurse Practitioner,Female,English,False,Howard Beach,11414,8.0,5.0,4.57,4.86,0,0,https://www.zocdoc.com/doctor/rachel-levine-np-agpcnp-287232
"Dr. Lev Kandov, DDS",Dentist,Male,English,False,Bayside,11361,213.0,4.97,4.92,4.96,0,0,https://www.zocdoc.com/dentist/lev-kandov-dds-160172
"Dr. Lev Kandov, DDS",Dentist,Male,Russian,False,Bayside,11361,213.0,4.97,4.92,4.96,0,1,https://www.zocdoc.com/dentist/lev-kandov-dds-160172
"Dr. Mabel Gong, MD",OB-GYN,Female,English,True,New York,,12.0,4.5,4.17,4.33,0,0,https://www.zocdoc.com/doctor/mabel-gong-md-283806
"Dr. Mabel Gong, MD",OB-GYN,Female,Chinese (Cantonese),True,New York,,12.0,4.5,4.17,4.33,0,1,https://www.zocdoc.com/doctor/mabel-gong-md-283806
"David Levkovich, PT",Therapist,Male,English,False,New York,10024,5.0,5.0,5.0,5.0,0,0,https://www.zocdoc.com/professional/david-levkovich-pt-287645
"David Levkovich, PT",Therapist,Male,French,False,New York,10024,5.0,5.0,5.0,5.0,0,1,https://www.zocdoc.com/professional/david-levkovich-pt-287645
"Dr. Harpriya Sidhu, DDS",Dentist,Female,English,False,New York,10019,,,,,0,0,https://www.zocdoc.com/dentist/harpriya-sidhu-dds-292315
"Dr. Harpriya Sidhu, DDS",Dentist,Female,Hindi,False,New York,10019,,,,,0,1,https://www.zocdoc.com/dentist/harpriya-sidhu-dds-292315
"Dr. Harpriya Sidhu, DDS",Dentist,Female,Punjabi,False,New York,10019,,,,,0,2,https://www.zocdoc.com/dentist/harpriya-sidhu-dds-292315
"Denisse Delgadillo, DPT",Therapist,Female,English,False,New York,10004,25.0,5.0,4.92,4.96,0,0,https://www.zocdoc.com/professional/denisse-delgadillo-dpt-252168
"Denisse Delgadillo, DPT",Therapist,Female,Spanish,False,New York,10004,25.0,5.0,4.92,4.96,0,1,https://www.zocdoc.com/professional/denisse-delgadillo-dpt-252168
"Dr. Alka Gupta, MD",Internist,Female,English,False,New York,10021,33.0,4.61,4.76,4.73,0,0,https://www.zocdoc.com/doctor/alka-gupta-md-165845
"Dr. Alka Gupta, MD",Internist,Female,Spanish,False,New York,10021,33.0,4.61,4.76,4.73,0,1,https://www.zocdoc.com/doctor/alka-gupta-md-165845
"Dr. Alka Gupta, MD",Specialist,Female,English,False,New York,10021,33.0,4.61,4.76,4.73,1,0,https://www.zocdoc.com/doctor/alka-gupta-md-165845
"Dr. Alka Gupta, MD",Specialist,Female,Spanish,False,New York,10021,33.0,4.61,4.76,4.73,1,1,https://www.zocdoc.com/doctor/alka-gupta-md-165845
"Dr. Liwen Zhu, DO",General Doctor,Female,English,False,Elmhurst,11373,246.0,4.58,4.04,4.6,0,0,https://www.zocdoc.com/doctor/liwen-zhu-do-175833
"Dr. Liwen Zhu, DO",General Doctor,Female,Chinese (Mandarin),False,Elmhurst,11373,246.0,4.58,4.04,4.6,0,1,https://www.zocdoc.com/doctor/liwen-zhu-do-175833
"Dr. Liwen Zhu, DO",General Doctor,Female,Chinese (Cantonese),False,Elmhurst,11373,246.0,4.58,4.04,4.6,0,2,https://www.zocdoc.com/doctor/liwen-zhu-do-175833
"Dr. Stephanie Ortiz Page, DO",General Doctor,Female,English,False,New York,10034,,,,,0,0,https://www.zocdoc.com/doctor/stephanie-ortiz-page-do-297068
"Dr. Alan Kaufman, MD",Allergist,Male,English,False,Bronx,10465,79.0,4.19,3.65,4.14,0,0,https://www.zocdoc.com/doctor/alan-kaufman-md-213872
"Dr. Ambika Deb, MD",Internist,Female,English,False,Forest Hills,11375,18.0,4.72,4.44,4.81,0,0,https://www.zocdoc.com/doctor/ambika-deb-md-284944
"Dr. Ambika Deb, MD",General Doctor,Female,English,False,Forest Hills,11375,18.0,4.72,4.44,4.81,1,0,https://www.zocdoc.com/doctor/ambika-deb-md-284944
"Dr. Hyunjin Oh, OD",Eye Doctor,Female,English,False,New York,10001,13.0,5.0,4.91,5.0,0,0,https://www.zocdoc.com/doctor/hyunjin-oh-od-290591
"Dr. Hyunjin Oh, OD",Eye Doctor,Female,Korean,False,New York,10001,13.0,5.0,4.91,5.0,0,1,https://www.zocdoc.com/doctor/hyunjin-oh-od-290591
"Dr. Dmitry Malayev, DDS",Dentist,Male,English,False,New York,10173,24.0,4.88,4.92,4.92,0,0,https://www.zocdoc.com/dentist/dmitry-malayev-dds-182687
"Dr. Dmitry Malayev, DDS",Dentist,Male,Russian,False,New York,10173,24.0,4.88,4.92,4.92,0,1,https://www.zocdoc.com/dentist/dmitry-malayev-dds-182687
"Dr. Rita Ellent, OD",Eye Doctor,Female,English,False,Forest Hills,11375,189.0,4.92,4.26,4.96,0,0,https://www.zocdoc.com/doctor/rita-ellent-od-88596
"Dr. Rita Ellent, OD",Eye Doctor,Female,Spanish,False,Forest Hills,11375,189.0,4.92,4.26,4.96,0,1,https://www.zocdoc.com/doctor/rita-ellent-od-88596
"Dr. Rita Ellent, OD",Eye Doctor,Female,Russian,False,Forest Hills,11375,189.0,4.92,4.26,4.96,0,2,https://www.zocdoc.com/doctor/rita-ellent-od-88596
"Dr. Rita Ellent, OD",Eye Doctor,Female,Georgian,False,Forest Hills,11375,189.0,4.92,4.26,4.96,0,3,https://www.zocdoc.com/doctor/rita-ellent-od-88596
"Dr. Jalal Fatehi, DDS",Surgeon,Male,English,False,New York,10038,1.0,5.0,5.0,5.0,0,0,https://www.zocdoc.com/dentist/jalal-fatehi-dds-287253
"Dr. Jalal Fatehi, DDS",Dentist,Male,English,False,New York,10038,1.0,5.0,5.0,5.0,1,0,https://www.zocdoc.com/dentist/jalal-fatehi-dds-287253
"Dr. Lisa Preston, DO",Internist,Female,English,True,New York,10001,2.0,5.0,5.0,5.0,0,0,https://www.zocdoc.com/professional/lisa-preston-do-47000
"Dr. Lisa Preston, DO",General Doctor,Female,English,True,New York,10001,2.0,5.0,5.0,5.0,1,0,https://www.zocdoc.com/professional/lisa-preston-do-47000
"Dr. Joseph Bax, DO",Physiatrist,Male,English,False,New York,10019,15.0,5.0,4.73,5.0,0,0,https://www.zocdoc.com/doctor/joseph-bax-do-252780
"Lisa Sandler, PAC",General Doctor,Female,English,True,Deer Park,11729,23.0,4.96,4.52,4.91,0,0,https://www.zocdoc.com/doctor/lisa-sandler-pac-111456
"Dr. John Nasrallah, MD",Neurologist,Male,English,False,New York,10025,,,,,0,0,https://www.zocdoc.com/doctor/john-nasrallah-md-196002
"Nidhi Mahajan, DPT",Therapist,Female,English,False,Astoria,11102,24.0,5.0,4.61,4.83,0,0,https://www.zocdoc.com/professional/nidhi-mahajan-dpt-290997
"Nidhi Mahajan, DPT",Therapist,Female,Hindi,False,Astoria,11102,24.0,5.0,4.61,4.83,0,1,https://www.zocdoc.com/professional/nidhi-mahajan-dpt-290997
"Nidhi Mahajan, DPT",Therapist,Female,Punjabi,False,Astoria,11102,24.0,5.0,4.61,4.83,0,2,https://www.zocdoc.com/professional/nidhi-mahajan-dpt-290997
"Dr. Rachel Webman, MD",Surgeon,Female,English,False,Long Island City,11102,81.0,4.89,4.1,4.9,0,0,https://www.zocdoc.com/doctor/rachel-webman-md-274750
"Dr. Rachel Webman, MD",Surgeon,Female,Spanish,False,Long Island City,11102,81.0,4.89,4.1,4.9,0,1,https://www.zocdoc.com/doctor/rachel-webman-md-274750
"Katherine Malfucci, OTR",Therapist,Female,English,False,Brooklyn,11226,,,,,0,0,https://www.zocdoc.com/professional/katherine-malfucci-otr-291094
"Tamar Kipnis, LCAT, LP, MS",Therapist,Female,English,True,New York,10003,4.0,5.0,5.0,5.0,0,0,https://www.zocdoc.com/professional/tamar-kipnis-lcat-lp-ms-298270
"Tamar Kipnis, LCAT, LP, MS",Therapist,Female,Hebrew,True,New York,10003,4.0,5.0,5.0,5.0,0,1,https://www.zocdoc.com/professional/tamar-kipnis-lcat-lp-ms-298270
"Dr. Trenton Collier, MD",General Doctor,Male,English,False,New York,10038,409.0,4.82,4.75,4.81,0,0,https://www.zocdoc.com/doctor/trenton-collier-md-167311
"Dr. Percio Gulko, MD",Rheumatologist,Male,English,True,New York,,,,,,0,0,https://www.zocdoc.com/doctor/percio-gulko-md-182394
"Jenna Knoll, LMHC",Therapist,Female,English,True,New York,,5.0,5.0,5.0,5.0,0,0,https://www.zocdoc.com/professional/jenna-knoll-lmhc-293274
"Rumyana (Rumi) Teneva, LCSW",Therapist,Female,English,False,New York,10105,58.0,4.9,4.86,4.95,0,0,https://www.zocdoc.com/professional/rumyana-rumi-teneva-lcsw-282728
"Rumyana (Rumi) Teneva, LCSW",Therapist,Female,Bulgarian,False,New York,10105,58.0,4.9,4.86,4.95,0,1,https://www.zocdoc.com/professional/rumyana-rumi-teneva-lcsw-282728
"Dr. Julia Karinsky, MD",Pediatric Doctors,Female,English,False,Mt Vernon,10550,14.0,5.0,4.27,4.91,0,0,https://www.zocdoc.com/doctor/julia-karinsky-md-276423
"Dr. Julia Karinsky, MD",Pediatric Doctors,Female,Hebrew,False,Mt Vernon,10550,14.0,5.0,4.27,4.91,0,1,https://www.zocdoc.com/doctor/julia-karinsky-md-276423
"Dr. Julia Karinsky, MD",Pediatric Doctors,Female,Russian,False,Mt Vernon,10550,14.0,5.0,4.27,4.91,0,2,https://www.zocdoc.com/doctor/julia-karinsky-md-276423
"Dr. Alexander Kirzhner, DDS",Dentist,Male,English,False,Brooklyn,11229,73.0,4.16,3.93,4.13,0,0,https://www.zocdoc.com/dentist/alexander-kirzhner-dds-1660
"Dr. Alexander Kirzhner, DDS",Dentist,Male,Spanish,False,Brooklyn,11229,73.0,4.16,3.93,4.13,0,1,https://www.zocdoc.com/dentist/alexander-kirzhner-dds-1660
"Dr. Alexander Kirzhner, DDS",Dentist,Male,Hebrew,False,Brooklyn,11229,73.0,4.16,3.93,4.13,0,2,https://www.zocdoc.com/dentist/alexander-kirzhner-dds-1660
"Dr. Alexander Kirzhner, DDS",Dentist,Male,,False,Brooklyn,11229,73.0,4.16,3.93,4.13,0,3,https://www.zocdoc.com/dentist/alexander-kirzhner-dds-1660
"Patricia Palacio, LMHC",Therapist,Female,English,False,Forest Hills,11375,,,,,0,0,https://www.zocdoc.com/professional/patricia-palacio-lmhc-287552
"Patricia Palacio, LMHC",Therapist,Female,Spanish,False,Forest Hills,11375,,,,,0,1,https://www.zocdoc.com/professional/patricia-palacio-lmhc-287552
"Dr. Larissa Davids, DDS",Dentist,Female,English,False,Queens,11374,28.0,4.82,4.36,4.89,0,0,https://www.zocdoc.com/dentist/larissa-davids-dds-151875
"Dr. Larissa Davids, DDS",Dentist,Female,Spanish,False,Queens,11374,28.0,4.82,4.36,4.89,0,1,https://www.zocdoc.com/dentist/larissa-davids-dds-151875
"Dr. Larissa Davids, DDS",Dentist,Female,Russian,False,Queens,11374,28.0,4.82,4.36,4.89,0,2,https://www.zocdoc.com/dentist/larissa-davids-dds-151875
"Dr. Bradford Parsons, MD",Surgeon,Male,English,False,New York,10029,113.0,4.88,4.03,4.96,0,0,https://www.zocdoc.com/doctor/bradford-parsons-md-29915
"Dr. Bradford Parsons, MD",Surgeon,Male,Spanish,False,New York,10029,113.0,4.88,4.03,4.96,0,1,https://www.zocdoc.com/doctor/bradford-parsons-md-29915
"Dr. Marco Harmaty, MD",Surgeon,Male,English,False,New York,10029,1.0,5.0,5.0,5.0,0,0,https://www.zocdoc.com/doctor/marco-harmaty-md-244143
"Dr. An Nguyen, DDS",Dentist,Male,English,False,Forest Hills,11375,37.0,4.81,4.54,4.86,0,0,https://www.zocdoc.com/dentist/an-nguyen-dds-128496
"Dr. An Nguyen, DDS",Dentist,Male,Vietnamese,False,Forest Hills,11375,37.0,4.81,4.54,4.86,0,1,https://www.zocdoc.com/dentist/an-nguyen-dds-128496
"Dr. Marian Vanderlinden, DDS",Dentist,Female,English,False,Bronx,10475,11.0,5.0,4.91,5.0,0,0,https://www.zocdoc.com/dentist/marian-vanderlinden-dds-295566
"Dr. Boris Yuabov, DPM",Podiatrist,Male,English,True,Rego Park,11374,94.0,4.82,4.71,4.85,0,0,https://www.zocdoc.com/doctor/boris-yuabov-dpm-74480
"Dr. Boris Yuabov, DPM",Podiatrist,Male,Spanish,True,Rego Park,11374,94.0,4.82,4.71,4.85,0,1,https://www.zocdoc.com/doctor/boris-yuabov-dpm-74480
"Dr. Boris Yuabov, DPM",Podiatrist,Male,Hebrew,True,Rego Park,11374,94.0,4.82,4.71,4.85,0,2,https://www.zocdoc.com/doctor/boris-yuabov-dpm-74480
"Dr. Boris Yuabov, DPM",Podiatrist,Male,Farsi,True,Rego Park,11374,94.0,4.82,4.71,4.85,0,3,https://www.zocdoc.com/doctor/boris-yuabov-dpm-74480
"Dr. Boris Yuabov, DPM",Podiatrist,Male,Russian,True,Rego Park,11374,94.0,4.82,4.71,4.85,0,4,https://www.zocdoc.com/doctor/boris-yuabov-dpm-74480
"Dr. Norman Goldstein, MD",Dermatologist,Male,English,False,New York,10029,966.0,4.76,4.47,4.83,0,0,https://www.zocdoc.com/doctor/norman-goldstein-md-17231
"Dr. Norman Goldstein, MD",Dermatologist,Male,German,False,New York,10029,966.0,4.76,4.47,4.83,0,1,https://www.zocdoc.com/doctor/norman-goldstein-md-17231
"Luba Starostiak, PT, OCS",Therapist,Female,English,False,New York,10023,,,,,0,0,https://www.zocdoc.com/professional/luba-starostiak-pt-ocs-296473
"Dr. Benjamin Whigham, MD",Eye Doctor,Male,English,False,New York,10016,78.0,4.82,4.54,4.9,0,0,https://www.zocdoc.com/doctor/benjamin-whigham-md-292785
"Rona Okin, LCSW-R",Therapist,Female,English,True,New York,10075,5.0,5.0,5.0,5.0,0,0,https://www.zocdoc.com/professional/rona-okin-lcsw-r-53160
"Dr. Ashley Cruz, DC",Chiropractor,Female,English,False,New York,10010,204.0,4.94,4.8,4.97,0,0,https://www.zocdoc.com/doctor/ashley-cruz-dc-207710
"Dr. Ashley Cruz, DC",Chiropractor,Female,Spanish,False,New York,10010,204.0,4.94,4.8,4.97,0,1,https://www.zocdoc.com/doctor/ashley-cruz-dc-207710
"Dr. Gail Tanksley, DMD",Dentist,Female,English,False,White Plains,10605,,5.0,4.6,4.6,0,0,https://www.zocdoc.com/dentist/gail-tanksley-dmd-293499
"Dr. Ada Ene, MD",Internist,Female,English,False,Bronx,10468,16.0,5.0,4.06,4.94,0,0,https://www.zocdoc.com/doctor/ada-ene-md-186616
"Dr. Ada Ene, MD",General Doctor,Female,English,False,Bronx,10468,16.0,5.0,4.06,4.94,1,0,https://www.zocdoc.com/doctor/ada-ene-md-186616
"Dr. Shital Sharma, DPM",Podiatrist,Female,English,False,Hoboken,07030,306.0,4.86,4.55,4.94,0,0,https://www.zocdoc.com/doctor/shital-sharma-dpm-288241
"Ashley Wu, FNP",Nurse Practitioner,Female,English,False,Brooklyn,11217,26.0,4.65,4.6,4.64,0,0,https://www.zocdoc.com/doctor/ashley-wu-fnp-284661
"Ashley Wu, FNP",Nurse Practitioner,Female,Chinese (Mandarin),False,Brooklyn,11217,26.0,4.65,4.6,4.64,0,1,https://www.zocdoc.com/doctor/ashley-wu-fnp-284661
"Majida Ritter, LCSW",Therapist,Female,English,False,Brooklyn,11242,,,,,0,0,https://www.zocdoc.com/professional/majida-ritter-lcsw-288403
"Dr. Daphne Mercer, MD",OB-GYN,Female,English,False,Howard Beach,11414,30.0,4.97,4.12,4.85,0,0,https://www.zocdoc.com/doctor/daphne-mercer-md-291743
"Dr. Paul Chrzanowski, MD",General Doctor,Male,English,False,New York,10024,198.0,4.88,4.8,4.91,0,0,https://www.zocdoc.com/doctor/paul-chrzanowski-md-2827
"Asaad A. Khan, MBBS",Cardiologist,Male,English,False,New York,10029,,,,,0,0,https://www.zocdoc.com/doctor/asaad-a-khan-mbbs-247051
"Asaad A. Khan, MBBS",Cardiologist,Male,Hindi,False,New York,10029,,,,,0,1,https://www.zocdoc.com/doctor/asaad-a-khan-mbbs-247051
"Asaad A. Khan, MBBS",Cardiologist,Male,Urdu,False,New York,10029,,,,,0,2,https://www.zocdoc.com/doctor/asaad-a-khan-mbbs-247051
"Asaad A. Khan, MBBS",Cardiologist,Male,Punjabi,False,New York,10029,,,,,0,3,https://www.zocdoc.com/doctor/asaad-a-khan-mbbs-247051
"Dr. Richard Bochner, MD",Surgeon,Male,English,False,Great Neck,11021,52.0,4.44,3.85,4.48,0,0,https://www.zocdoc.com/doctor/richard-bochner-md-260779
"Dr. Orin Pearce, MD",OB-GYN,Male,English,False,Ridgewood,11385,,,,,0,0,https://www.zocdoc.com/doctor/orin-pearce-md-292796
"Dr. Paula Busse, MD",Allergist,Female,English,True,New York,,18.0,4.89,4.61,4.89,0,0,https://www.zocdoc.com/doctor/paula-busse-md-169341
"Dr. Paula Busse, MD",Allergist,Female,Spanish,True,New York,,18.0,4.89,4.61,4.89,0,1,https://www.zocdoc.com/doctor/paula-busse-md-169341
"Dr. Nancy Kim, DDS",Dentist,Female,English,False,New York,10169,109.0,4.94,4.88,4.94,0,0,https://www.zocdoc.com/dentist/nancy-kim-dds-10426
"Dr. Nancy Kim, DDS",Dentist,Female,Spanish,False,New York,10169,109.0,4.94,4.88,4.94,0,1,https://www.zocdoc.com/dentist/nancy-kim-dds-10426
"Dr. Nancy Kim, DDS",Dentist,Female,Russian,False,New York,10169,109.0,4.94,4.88,4.94,0,2,https://www.zocdoc.com/dentist/nancy-kim-dds-10426
"Dr. Ashley Marcus, MD",Physiatrist,Female,English,True,Brooklyn,11223,78.0,4.73,4.58,4.86,0,0,https://www.zocdoc.com/doctor/ashley-marcus-md-234710
"Dr. Ashley Marcus, MD",Physiatrist,Female,Spanish,True,Brooklyn,11223,78.0,4.73,4.58,4.86,0,1,https://www.zocdoc.com/doctor/ashley-marcus-md-234710
"Dr. Ashley Marcus, MD",Physiatrist,Female,Russian,True,Brooklyn,11223,78.0,4.73,4.58,4.86,0,2,https://www.zocdoc.com/doctor/ashley-marcus-md-234710
"Dr. Ashley Marcus, MD",Specialist,Female,English,True,Brooklyn,11223,78.0,4.73,4.58,4.86,1,0,https://www.zocdoc.com/doctor/ashley-marcus-md-234710
"Dr. Ashley Marcus, MD",Specialist,Female,Spanish,True,Brooklyn,11223,78.0,4.73,4.58,4.86,1,1,https://www.zocdoc.com/doctor/ashley-marcus-md-234710
"Dr. Ashley Marcus, MD",Specialist,Female,Russian,True,Brooklyn,11223,78.0,4.73,4.58,4.86,1,2,https://www.zocdoc.com/doctor/ashley-marcus-md-234710
"Dr. Mayer Sinensky, DDS",Dentist,Male,English,False,Brooklyn,11210,,,,,0,0,https://www.zocdoc.com/dentist/mayer-sinensky-dds-295653
"Dr. David Beyda, MD",Gastroenterologist,Male,English,False,Flushing,11355,133.0,4.94,4.73,5.0,0,0,https://www.zocdoc.com/doctor/david-beyda-md-119876
"Dr. David Beyda, MD",Gastroenterologist,Male,Spanish,False,Flushing,11355,133.0,4.94,4.73,5.0,0,1,https://www.zocdoc.com/doctor/david-beyda-md-119876
"David B. Alexander, LP",Therapist,Male,English,True,New York,10010,,5.0,,,0,0,https://www.zocdoc.com/professional/david-b-alexander-lp-295744
"Yuhan Kim, CM",Midwife,Female,English,True,New York,,15.0,4.93,4.38,5.0,0,0,https://www.zocdoc.com/doctor/yuhan-kim-cm-283778
"Yuhan Kim, CM",Midwife,Female,Chinese (Mandarin),True,New York,,15.0,4.93,4.38,5.0,0,1,https://www.zocdoc.com/doctor/yuhan-kim-cm-283778
